iso3_code,country,region,subregion,indicator,dimension,category,sex,age,year,unit_of_measurement,value,source
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",29.2619342138515,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",38.8589667400744,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",29.5928613852875,CTS
IRL,Ireland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",15.0213080842028,CTS
ISR,Israel,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",10.5418393708914,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",24.7556995723633,CTS
JOR,Jordan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",3.59819971392335,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",1.05242827713892,CTS
LIE,Liechtenstein,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",0.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",56.6861096050612,CTS
MCO,Monaco,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",0.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",9.94964753290152,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",13.6894653387022,CTS
POL,Poland,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",5.74149656840345,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",21.4207920556636,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",1.50923993998312,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",4.32796453884356,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",8.04952810531917,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",50.8017028232545,CTS/NSO
VAT,Holy See,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",0.0,CTS
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",16.3710449180545,CTS
AND,Andorra,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",6.64951092847121,CTS
ARE,United Arab Emirates,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",0.957628513427292,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",14.6796363039413,CTS
BDI,Burundi,Africa,Sub-Saharan Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",0.182003834437626,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",19.9047499173075,CTS/MoI
BMU,Bermuda,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",58.2003507750871,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",73.4574008177655,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",1.08043865809519,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",39.9379570597408,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",13.1193861763625,CTS
DZA,Algeria,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",18.2094256542797,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",29.3403454247894,CTS
EST,Estonia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",40.5184079907764,CTS
FRA,France,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",12.1979754715393,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",16.999650682728,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",12.5382435197177,CTS
GEO,Georgia,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",8.68965969874971,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",24.3536825781496,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",32.6028531902332,CTS
IRL,Ireland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",12.7359984292989,CTS
ISR,Israel,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",9.47172670222995,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",23.3373407996227,CTS
LIE,Liechtenstein,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",2.70929287455974,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",0.844506485313039,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",53.2782846730567,CTS
MDG,Madagascar,Africa,Sub-Saharan Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",0.0829555726660641,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",13.5232906201413,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",24.4416788441876,CTS
POL,Poland,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",3.54685352337882,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",21.8964893664576,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",17.2444974943265,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",3.53102195483208,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",11.0430516198953,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",19.5751396302589,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",50.1388958313644,CTS/NSO
VAT,Holy See,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,"Rate per 100,000 population",0.0,CTS
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",13.9819223386866,CTS
AND,Andorra,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",0.0,CTS
ARE,United Arab Emirates,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",0.764853221935092,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",15.9648405642399,CTS
BDI,Burundi,Africa,Sub-Saharan Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",0.342599396997283,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",26.3668866295524,CTS/MoI
BMU,Bermuda,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",64.5374553353587,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",32.0658516512324,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",6.46672510670096,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",11.6480167145377,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",35.1054430863876,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",25.31927564636,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",15.0990391905165,CTS
DZA,Algeria,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",18.28591869097,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",1.83347500669546,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",28.0071649969299,CTS
EST,Estonia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",45.7224759823866,CTS
FRA,France,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",12.2518080440323,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",17.1646595302513,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",3.3686534840027,CTS
GEO,Georgia,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",7.2503592553011,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",2.62854689546707,CTS
ISR,Israel,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",9.86428191636533,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",18.6205460664702,CTS
LIE,Liechtenstein,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",0.0,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",1.00293408366175,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",51.449769295302,CTS
MCO,Monaco,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",0.0,CTS
MDG,Madagascar,Africa,Sub-Saharan Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",0.238245723246984,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",4.03475378121672,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",26.2379900778969,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",15.0465135248359,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",0.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",12.9832337205919,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",26.9957729201915,CTS
POL,Poland,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",3.4234839447619,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",21.3046099399315,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,"Rate per 100,000 population",17.0999184614579,CTS
